log_id,raw_log_text,source_file,label,cluster_id,regex_label,regex_rule,bert_label,bert_confidence,bert_rule,llm_category,llm_confidence,final_category,pipeline_stage,final_confidence
17486,INFO nova.compute.manager [-] [instance: 67b2055e-ca82-4cc4-a640-2a6640cc3bb9] Took 8.91 seconds to deallocate network for instance.,../data/openstack-nova-normal-vm-create.log,normal,10,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
3068,INFO nova.compute.manager [req-aa953401-da3b-4d7d-b96e-24c52097d998] [instance: e927b7ea-d713-4365-9435-ee559ddad244] Took 42.12 seconds to build instance.,../data/openstack-nova-sample.log,mixed,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
7966,INFO nova.compute.manager [-] [instance: b3fda26b-970a-4914-b138-39261e4ae427] During sync_power_state the instance has a pending task (deleting). Skip.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.66520196,,,,Instance_Management_Compute,Regex,1.0
1109,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: 3343001f-bcda-461a-9908-f0beb214e02f] VM Resumed (Lifecycle Event),../data/openstack-nova-sample.log,mixed,15,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.4970506,,,,Instance_Management_Compute,Regex,1.0
6814,INFO nova.compute.manager [req-5505456c-2bda-4eb4-b1a8-627bca4200c3] [instance: 6da25b3c-5ec7-4cd5-bae9-813121113661] Terminating instance,../data/openstack-nova-sample.log,mixed,0,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
13781,INFO nova.compute.manager [req-f640efc0-fbfd-42ea-ba74-3a92fbc4e246] [instance: 262258ad-9942-47bb-86c2-a06f46a66c30] Took 3.13 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-sample.log,mixed,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
35575,INFO nova.compute.manager [None req-443f7b27-a683-4218-be98-913cafc0b206 admin admin] [instance: 11bef9be-331f-456e-9b62-23c96d07136b] Took 2.49 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-normal-vm-create.log,normal,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
4094,INFO nova.compute.manager [req-8673fc53-cbbd-4945-b4e8-2f91a73e972a] [instance: 6412425c-be08-49b0-be9e-86fbcc41ba98] Took 34.55 seconds to build instance.,../data/openstack-nova-sample.log,mixed,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
44343,INFO nova.compute.manager [None req-5e831f1b-81dc-4136-a2ee-eb689be42ec0 admin admin] [instance: 0db43d75-0612-4182-ba84-82dd3c3ba298] Took 31.54 seconds to spawn the instance on the hypervisor.,../data/openstack-nova-normal-vm-create.log,normal,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
50365,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 39743117-edda-4920-a6fa-27ab743d92a7] VM Resumed (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,15,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
6939,INFO nova.compute.manager [None req-578e530a-2a6c-4659-a114-ce3b39228d86 admin admin] [instance: 33d1d98d-6bd6-483f-95fa-a62365788b3b] Terminating instance,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,0,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Network_Operations,0.7332151,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
58194,INFO nova.compute.manager [-] [instance: 3ce557d1-fa6e-4ba7-aaa8-230d75cf3eac] Took 6.72 seconds to deallocate network for instance.,../data/openstack-nova-normal-vm-create.log,normal,10,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
10373,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: ac4e961d-e6cd-40bd-b53a-0e89c6f39507] VM Resumed (Lifecycle Event),../data/openstack-nova-sample.log,mixed,15,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.31405193,,,,Instance_Management_Compute,Regex,1.0
15726,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 41976ddc-67a1-4ea6-9ec2-7e3f40038618] VM Paused (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
11347,INFO nova.compute.manager [-] [instance: cc70108d-7264-4cc6-a458-b60071651a76] VM Stopped (Lifecycle Event),../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.545181,,,,Instance_Management_Compute,Regex,1.0
89806,INFO nova.compute.manager [None req-023d282b-bb53-411a-8e9a-fb19cb582aae admin admin] [instance: d19bfd06-640a-41e8-935b-332a4571c39e] Took 71.38 seconds to build instance.,../data/openstack-nova-normal-vm-create.log,normal,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
12440,INFO nova.compute.manager [None req-3beb123b-6d63-4199-82ff-0ce55c9db933 admin admin] [instance: d826a544-a3e4-41a9-9434-c726021b25b0] Terminating instance,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,0,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
32943,INFO nova.compute.manager [req-c265273c-f977-4da3-a0a9-3d02f1248f88] [instance: c350414d-fb9d-4851-ae7b-82a6bc3a2569] Terminating instance,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,0,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
1446,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: d5e4de45-737d-4617-a696-865a00745cbe] VM Started (Lifecycle Event),../data/openstack-nova-sample.log,mixed,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
20901,INFO nova.compute.manager [req-3dedfe1d-72f0-4f7f-a075-1c60ac4a3cf6] [instance: 5fe9d37c-f2ef-4f55-999e-005dfa58c237] Took 0.13 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-sample.log,mixed,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
74391,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 8ac87d89-862f-42be-aa9e-10ddcaf2d1ad] VM Paused (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
38145,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 0620e1ee-475b-4176-9f9b-c6f19ac7e5dc] VM Started (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
5215,INFO nova.compute.manager [None req-8b156e2d-c16f-4ce2-b508-f75bf477b3a0 None None] [instance: f7e7a908-bbf0-43e6-8b61-b0a153e99255] VM Paused (Lifecycle Event),../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
9682,INFO nova.compute.manager [req-08e951a0-2f80-4d17-8494-7900dbc48b25] [instance: a19af672-9b82-4ce3-a2fd-6269f58495cf] Took 36.00 seconds to spawn the instance on the hypervisor.,../data/openstack-nova-sample.log,mixed,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
45098,INFO nova.compute.manager [None req-91c23b64-b93b-4944-ae6d-3c97049ac1e7 admin admin] [instance: be7108a3-3488-4b01-a983-af6b7630ceb3] Took 45.26 seconds to spawn the instance on the hypervisor.,../data/openstack-nova-normal-vm-create.log,normal,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
6867,INFO nova.compute.manager [None req-6be36a8d-79db-4005-8d51-5ed262c5cb22 admin admin] [instance: aab8ecb4-e5c0-4bef-87d9-d32660bc01f1] Took 0.14 seconds to deallocate network for instance.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,10,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
92770,INFO nova.compute.manager [None req-11c1b5de-1ac1-4d18-898b-c2b757290444 admin admin] [instance: 200bfdd8-53ba-4c0c-88a6-7d97bc84b472] Terminating instance,../data/openstack-nova-normal-vm-create.log,normal,0,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
5635,INFO nova.compute.manager [req-ddb16fb1-5ffb-41c6-b22c-574e5f4081ea] [instance: b45cbb33-5fcf-4bdc-9670-5f0951bd4612] Took 2.43 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-sample.log,mixed,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Scheduler_Operations,0.73354757,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
11776,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: 472aa9bc-4685-4030-9251-fd73b99525d9] VM Resumed (Lifecycle Event),../data/openstack-nova-sample.log,mixed,15,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Network_Operations,0.7971747,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
17027,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: f51e2827-c532-43df-9f58-cf2ca3625b99] VM Paused (Lifecycle Event),../data/openstack-nova-sample.log,mixed,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.5008208,,,,Instance_Management_Compute,Regex,1.0
22054,INFO nova.compute.manager [req-ab05132e-23b9-45ec-a07b-ebb52adacb81] [instance: ae512fa5-708e-4bae-a1ae-a266b4649d28] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
21343,INFO nova.compute.manager [req-b33477a2-d848-4c2b-bcd9-7c8772c6e2c4] [instance: 21f623ad-17ae-4cd4-af1a-c08f802ae521] VM Paused (Lifecycle Event),../data/openstack-nova-sample.log,mixed,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
41018,INFO nova.compute.manager [req-81c54f41-2cb7-4235-8c45-da500da1c0fa] [instance: 30218eb8-c915-4dcb-902a-76fe8f9a7230] VM Started (Lifecycle Event),../data/openstack-nova-undefine-vm-after-create.log,abnormal2,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
3406,INFO nova.compute.manager [None req-9b589af6-edbb-4388-b662-afa4ca23083c admin admin] [instance: cb858b0f-cb4a-4c39-9fe8-95faebe36b4d] Took 36.41 seconds to build instance.,../data/openstack-nova-normal-vm-create.log,normal,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.30054045,,,,Instance_Management_Compute,Regex,1.0
59305,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: fa4268dd-384d-4f8f-89f8-1debc23f3b58] VM Paused (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
77912,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 4e2e05c9-c09f-4a0e-bbd3-57f495a334d9] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-nova-normal-vm-create.log,normal,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
4208,INFO nova.compute.manager [req-ab05132e-23b9-45ec-a07b-ebb52adacb81] [instance: f6b2df47-f7e3-4e70-9d01-3af1ed043531] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.6668579,,,,Instance_Management_Compute,Regex,1.0
19155,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: fd1a1e71-b755-467b-a442-953c267db034] VM Paused (Lifecycle Event),../data/openstack-nova-sample.log,mixed,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
48242,INFO nova.compute.manager [-] [instance: e1bef383-085a-4544-a02f-d1df0fe58837] Took 6.05 seconds to deallocate network for instance.,../data/openstack-nova-normal-vm-create.log,normal,10,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
3054,INFO nova.compute.manager [req-9c6462be-0ab3-4e17-9e66-8b767b40dee4] [instance: ae33ef57-1313-451d-8946-d748a6cdee8d] Took 0.40 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-dhcpoff.log,abnormal3,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
13195,INFO nova.compute.manager [-] [instance: 065d7740-26da-4ee1-b35b-53d9b5348a63] Took 0.13 seconds to deallocate network for instance.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,10,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Scheduler_Operations,0.7341035,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
5543,INFO nova.compute.manager [None req-5c030b3f-b604-47e8-92de-68d08d14c193 None None] [instance: 3cee6493-cd66-4707-b939-b235204af2d8] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
5466,INFO nova.compute.manager [req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53] [instance: 9a3d1f68-f225-4deb-a73a-c6d8ca4f7412] VM Started (Lifecycle Event),../data/openstack-nova-sample.log,mixed,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
7820,INFO nova.compute.manager [None req-8b156e2d-c16f-4ce2-b508-f75bf477b3a0 None None] [instance: b3fda26b-970a-4914-b138-39261e4ae427] VM Paused (Lifecycle Event),../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
3629,INFO nova.compute.manager [-] [instance: 164590cb-ed37-4e73-a49b-a3f7cd789177] VM Stopped (Lifecycle Event),../data/openstack-nova-dhcpoff.log,abnormal3,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
7744,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 10abb86f-457d-42ed-8ed7-b93ecd93d39d] VM Paused (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,2,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Scheduler_Operations,0.7259193,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
81289,INFO nova.compute.manager [-] [instance: 7e5cea5c-72b3-4203-a197-40c5e7b6e50a] Took 8.67 seconds to deallocate network for instance.,../data/openstack-nova-normal-vm-create.log,normal,10,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
510,INFO nova.compute.manager [req-8170ecb9-f929-4aa0-8d7d-fd6274394762] [instance: 59bb106a-b741-4b4b-a1f6-6caa7fa57302] Took 25.87 seconds to spawn the instance on the hypervisor.,../data/openstack-nova-sample.log,mixed,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.2931088,,,,Instance_Management_Compute,Regex,1.0
96461,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: b695e507-8f03-4cf8-8de7-77711926cbe9] VM Started (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
11570,INFO nova.compute.manager [req-cf7bc7b5-82fb-4150-8488-10317b1db86d] [instance: 62661420-87ea-4de1-87e9-4d670299def1] Took 0.23 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.6624346,,,,Instance_Management_Compute,Regex,1.0
4525,INFO nova.compute.manager [req-81c54f41-2cb7-4235-8c45-da500da1c0fa] [instance: 4d8cb3d3-25e9-4175-b970-def59fcad814] VM Started (Lifecycle Event),../data/openstack-nova-undefine-vm-after-create.log,abnormal2,18,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Network_Operations,0.7069992,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
39514,INFO nova.compute.manager [req-81c54f41-2cb7-4235-8c45-da500da1c0fa] [instance: c3b78fed-2e2c-42c7-b429-c55ea21f322a] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
18489,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 14dd5b23-efa9-4642-8fd3-f380ecc2ca8e] VM Resumed (Lifecycle Event),../data/openstack-nova-normal-vm-create.log,normal,15,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.6465322,,,,Instance_Management_Compute,Regex,1.0
7973,INFO nova.compute.manager [None req-87268230-1c60-4056-b197-2c8433c2c8fe admin admin] [instance: 68a904f6-ec07-4f63-be36-0ad661b53823] Terminating instance,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,0,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.5191688,,,,Instance_Management_Compute,Regex,1.0
24104,INFO nova.compute.manager [None req-d36e9861-860b-4071-90e4-9ce501fe7c45 admin admin] [instance: aa1f1b31-e781-4cd5-a3dc-21f382be6a91] Took 96.62 seconds to spawn the instance on the hypervisor.,../data/openstack-nova-normal-vm-create.log,normal,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
19631,INFO nova.compute.manager [req-9fb9c786-1571-454f-a593-5e092fa52f08] [instance: 4407b008-5920-4905-a69a-e4fd11268f07] Took 0.11 seconds to destroy the instance on the hypervisor.,../data/openstack-nova-undefine-vm-after-create.log,abnormal2,11,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
2959,INFO nova.compute.manager [req-d96524cb-6283-416d-95af-d47508fa2ec5] [instance: c4c3c327-6281-46ba-81a4-cee5afe1f36a] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-nova-dhcpoff.log,abnormal3,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
6041,INFO nova.compute.manager [None req-4225af66-e649-40d2-8cdd-40962a60baa1 None None] [instance: c1098793-1c80-4ab7-906b-fcfcd20ab0b3] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-vm-destroy-immediately-after-create.log,abnormal1,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,0.51628655,,,,Instance_Management_Compute,Regex,1.0
80,INFO nova.compute.manager [req-34f5d42d-38ff-4a9b-b364-8a51fd5744aa] [instance: 7917c8e7-bd58-49a9-9200-7d5bf89538b3] Took 69.62 seconds to build instance.,../data/openstack-nova-sample.log,mixed,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,Network_Operations,0.79442894,DistilBERT_Classification,,,Instance_Management_Compute,Regex,1.0
14333,INFO nova.compute.manager [None req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53 None None] [instance: 5f9ebfd4-1dea-41e8-8abf-b12c2da9d512] During sync_power_state the instance has a pending task (spawning). Skip.,../data/openstack-nova-normal-vm-create.log,normal,8,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
72885,INFO nova.compute.manager [None req-2251c908-8484-4bc1-8163-1c4ce4919148 admin admin] [instance: c1b5497a-dc31-44f7-b0e5-d101591eb106] Took 42.64 seconds to build instance.,../data/openstack-nova-normal-vm-create.log,normal,4,Instance_Management_Compute,INFO nova\.compute\.manager.*?\[instance: [a-f0-9\-]+\].*,,,,,,Instance_Management_Compute,Regex,1.0
